student_id,nom,prenom,sexe,date_naissance,departement,filiere,niveau,annee_academique,ue,matiere,enseignant,note
EPL0183,DUPONT,Agathe,M,04/10/2003,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,8.79
EPL0184,SCHMITT,Emma,M,25/09/2002,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,13.45
EPL0185,SCHMITT,Emma,F,05/12/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,11.33
EPL0186,DELANNOY,Thomas,M,31/07/2001,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,14.14
EPL0187,MARTIN,Julie,F,07/03/2007,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,13.42
EPL0188,DUPONT,Danielle,F,16/02/2001,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,11.78
EPL0189,MOREAU,Sophie,F,11/03/1999,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,9.46
EPL0190,BERNARD,Agathe,F,18/01/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,7.46
EPL0191,DUPONT,Lucas,F,31/12/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,10.66
EPL0192,MOREAU,Danielle,F,03/10/2004,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,14.57
EPL0193,ROBERT,Madeleine,M,15/03/1998,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,12.64
EPL0194,WAGNER,Emma,F,03/08/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,8.26
EPL0195,DUPONT,Thomas,M,15/11/2007,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,12.52
EPL0196,MARTIN,Stéphane,M,01/08/1995,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,13.16
EPL0197,DELANNOY,Lucas,F,03/01/2005,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,9.35
EPL0198,DELANNOY,Madeleine,M,20/02/2005,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,12.46
EPL0199,DUPONT,Agathe,F,23/09/2001,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,12.17
EPL0200,WAGNER,Madeleine,M,30/01/2006,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,8.57
EPL0201,ROBERT,Madeleine,M,22/06/1996,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,13.07
EPL0202,PETIT,Agathe,M,10/02/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,13.68
EPL0203,ROBERT,Emma,M,14/05/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,15.25
EPL0204,SCHMITT,Agathe,M,27/10/2001,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,15.16
EPL0205,ROBERT,Lucas,M,14/08/2000,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,7.87
EPL0206,ROBERT,Agathe,M,17/06/1998,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,9.19
EPL0207,DELANNOY,Danielle,F,23/09/1999,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,13.55
EPL0208,ROBERT,Lucas,F,31/10/2005,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,13.54
EPL0209,SCHMITT,Madeleine,F,27/04/2004,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,13.55
EPL0210,DIJOUX,Emma,F,30/09/2002,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,20.0
EPL0211,WAGNER,Thomas,M,31/12/2000,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,13.71
EPL0212,MARTIN,Sophie,F,26/07/2000,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,15.41
EPL0213,DIJOUX,Thomas,F,09/03/2006,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,14.86
EPL0214,ROBERT,Thomas,M,29/10/1999,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,13.95
EPL0215,MOREAU,Antoine,F,29/05/2001,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,11.05
EPL0216,MARTIN,Emma,F,17/03/2003,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,M. DADEOU,14.28
EPL0217,ROBERT,Lucas,M,31/08/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,9.68
EPL0218,DELANNOY,Sophie,F,09/08/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,11.29
EPL0219,ROBERT,Sophie,M,07/01/1996,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,10.54
EPL0220,ROBERT,Thomas,M,25/07/2006,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,12.25
EPL0221,BERNARD,Antoine,F,18/07/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,18.94
EPL0222,DUPONT,Emma,M,05/05/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,6.4
EPL0223,PETIT,Antoine,M,25/02/1996,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,14.06
EPL0224,WAGNER,Danielle,M,12/04/1999,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,7.16
EPL0225,BERNARD,Stéphane,F,03/04/2006,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,10.58
EPL0226,WAGNER,Julie,F,23/09/2005,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,15.27
EPL0227,ROBERT,Emma,F,05/12/2000,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.19
EPL0228,ROBERT,Lucas,M,04/09/2001,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,8.77
EPL0229,DUPONT,Julie,F,15/06/2001,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,9.85
EPL0230,MARTIN,Danielle,F,09/10/1996,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,14.04
EPL0231,WAGNER,Julie,F,10/08/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,9.81
EPL0232,PETIT,Stéphane,M,20/02/1996,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,12.65
EPL0233,BERNARD,Emma,F,03/04/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.14
EPL0234,MOREAU,Thomas,M,11/06/2001,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,10.05
EPL0235,PETIT,Stéphane,M,05/12/1998,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,18.43
EPL0236,DIJOUX,Lucas,M,17/03/1995,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,13.9
EPL0237,ROBERT,Julie,F,04/01/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,5.92
EPL0238,DUPONT,Madeleine,F,08/10/2000,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.56
EPL0239,PETIT,Stéphane,M,04/02/2004,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,10.01
EPL0240,DELANNOY,Madeleine,M,16/09/2005,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,14.56
EPL0241,WAGNER,Thomas,F,24/05/2002,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,9.62
EPL0242,WAGNER,Danielle,M,09/06/2005,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,11.66
EPL0243,DELANNOY,Lucas,F,15/12/1999,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,13.51
EPL0244,PETIT,Emma,F,27/04/2007,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,14.6
EPL0245,MOREAU,Julie,F,01/10/1996,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,8.4
EPL0246,ROBERT,Madeleine,M,11/05/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,11.0
EPL0247,PETIT,Thomas,M,12/06/2006,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,10.58
EPL0248,BERNARD,Thomas,M,14/07/2007,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,10.04
EPL0249,SCHMITT,Stéphane,M,07/01/1996,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,17.3
EPL0250,MOREAU,Danielle,F,03/03/2004,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,13.21
EPL0251,BERNARD,Thomas,F,05/06/2003,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,8.22
EPL0252,DIJOUX,Julie,F,11/11/2006,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,14.75
EPL0253,MOREAU,Julie,F,06/12/2006,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,18.37
EPL0254,DIJOUX,Lucas,M,13/07/1997,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,15.1
EPL0255,WAGNER,Agathe,M,03/10/1995,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,7.44
EPL0256,MOREAU,Stéphane,M,07/04/1996,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,10.55
EPL0257,PETIT,Emma,M,08/10/2001,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,15.8
EPL0258,SCHMITT,Julie,M,31/07/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,9.88
EPL0259,BERNARD,Julie,F,03/05/2004,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,13.33
EPL0260,ROBERT,Thomas,M,21/01/2000,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,14.32
EPL0261,BERNARD,Sophie,M,17/09/2003,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,9.22
EPL0262,DELANNOY,Thomas,F,27/01/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,11.82
EPL0263,PETIT,Antoine,M,19/08/1996,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,2.28
EPL0264,MARTIN,Danielle,M,06/04/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,8.93
EPL0265,PETIT,Stéphane,F,14/05/2000,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,11.24
EPL0266,ROBERT,Emma,F,12/11/2000,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,8.26
EPL0267,MOREAU,Emma,M,25/04/2003,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,16.9
EPL0268,DIJOUX,Danielle,F,30/05/2007,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,7.71
EPL0269,DUPONT,Stéphane,F,12/10/2007,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,10.68
EPL0270,MOREAU,Thomas,F,10/10/1998,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,12.39
EPL0271,ROBERT,Thomas,M,28/02/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,16.32
EPL0272,SCHMITT,Danielle,F,31/01/1998,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,7.69
EPL0273,WAGNER,Julie,F,16/05/2003,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,15.49
EPL0274,SCHMITT,Julie,F,08/04/1995,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,12.03
EPL0275,ROBERT,Sophie,M,26/05/1997,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,9.06
EPL0276,ROBERT,Lucas,F,29/12/2000,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,13.39
EPL0277,PETIT,Stéphane,M,23/09/2001,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.6
EPL0278,BERNARD,Sophie,F,04/04/1996,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,10.2
EPL0279,BERNARD,Emma,M,05/11/2006,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,12.21
EPL0280,SCHMITT,Agathe,F,07/03/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,10.84
EPL0281,WAGNER,Antoine,M,07/12/2003,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,12.34
EPL0282,BERNARD,Julie,F,11/08/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,13.99
EPL0283,DELANNOY,Sophie,M,14/09/1996,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,16.76
EPL0284,MARTIN,Thomas,F,12/02/2000,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,8.29
EPL0285,PETIT,Sophie,M,16/08/2001,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,18.4
EPL0286,BERNARD,Madeleine,F,07/02/2002,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,6.14
EPL0287,MOREAU,Emma,F,17/04/1997,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,11.54
EPL0288,ROBERT,Julie,F,26/04/1997,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,13.76
EPL0289,PETIT,Emma,F,12/04/1995,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,12.84
EPL0290,ROBERT,Stéphane,M,16/07/2003,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,10.13
EPL0291,MOREAU,Madeleine,M,01/10/1998,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,11.38
EPL0292,DELANNOY,Emma,F,13/07/2000,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,10.52
EPL0293,DIJOUX,Lucas,M,16/11/2003,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,10.23
EPL0294,BERNARD,Antoine,M,27/09/2001,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,14.55
EPL0295,BERNARD,Emma,F,05/01/2006,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,13.07
EPL0296,BERNARD,Emma,M,25/08/2007,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,9.92
EPL0297,MOREAU,Stéphane,F,14/07/2001,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,14.7
EPL0298,MARTIN,Stéphane,F,16/06/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,12.92
EPL0299,PETIT,Thomas,F,26/12/2006,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,14.44
EPL0300,ROBERT,Antoine,M,14/06/1997,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,13.89
EPL0301,BERNARD,Emma,F,17/05/1997,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,9.51
EPL0302,ROBERT,Julie,M,30/12/2004,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,10.32
EPL0303,SCHMITT,Thomas,M,17/08/2001,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,14.24
EPL0304,MARTIN,Emma,F,22/08/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,13.83
EPL0305,MOREAU,Thomas,F,04/07/1996,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,11.94
EPL0306,DELANNOY,Madeleine,M,29/07/2006,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,12.35
EPL0307,WAGNER,Sophie,M,07/03/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,15.83
EPL0308,PETIT,Stéphane,F,19/08/2004,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,10.23
EPL0309,DELANNOY,Antoine,M,16/01/2007,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,13.64
EPL0310,DELANNOY,Lucas,F,02/11/2006,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,11.39
EPL0311,DELANNOY,Emma,F,08/04/2005,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,11.35
EPL0312,DIJOUX,Emma,M,08/05/2000,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,15.3
EPL0313,DIJOUX,Julie,F,19/05/2004,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,14.48
EPL0314,MOREAU,Julie,M,12/06/2007,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,14.44
EPL0315,DUPONT,Thomas,M,20/01/2003,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,M. DADEOU,15.92
EPL0316,ROBERT,Julie,F,05/03/2004,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,12.06
EPL0317,DIJOUX,Agathe,M,12/12/1999,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,14.05
EPL0318,MARTIN,Madeleine,F,08/09/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,11.07
EPL0319,ROBERT,Emma,M,24/11/2004,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,12.97
EPL0320,WAGNER,Lucas,M,01/02/2005,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,11.61
EPL0321,WAGNER,Stéphane,F,08/08/2004,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,12.29
EPL0322,PETIT,Emma,F,31/01/2007,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,13.79
EPL0323,PETIT,Lucas,M,15/01/1998,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,9.55
EPL0324,DIJOUX,Stéphane,M,23/03/2002,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,18.28
EPL0325,MARTIN,Sophie,F,19/02/2005,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,8.98
EPL0326,DUPONT,Thomas,F,05/05/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,8.36
EPL0327,DUPONT,Agathe,F,20/11/1999,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,15.47
EPL0328,MARTIN,Emma,M,12/09/2007,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,14.37
EPL0329,MOREAU,Danielle,M,18/07/1998,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,13.87
EPL0330,DIJOUX,Lucas,M,22/02/2001,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,13.89
EPL0331,DIJOUX,Danielle,F,07/11/2001,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,11.96
EPL0332,DELANNOY,Danielle,M,11/09/2005,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,9.31
EPL0333,MOREAU,Danielle,M,15/09/2002,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,12.23
EPL0334,DELANNOY,Stéphane,F,01/01/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,9.97
EPL0335,MARTIN,Madeleine,F,26/12/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,14.93
EPL0336,DIJOUX,Thomas,F,12/10/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,11.56
EPL0337,DELANNOY,Agathe,M,05/10/1997,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,9.52
EPL0338,DIJOUX,Stéphane,F,21/11/1996,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,11.04
EPL0339,MARTIN,Stéphane,M,15/10/2003,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,13.24
EPL0340,DELANNOY,Stéphane,F,04/08/1996,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,10.31
EPL0341,BERNARD,Antoine,F,13/03/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,9.53
EPL0342,PETIT,Agathe,M,17/11/2000,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,12.73
EPL0343,MARTIN,Julie,F,01/07/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.73
EPL0344,DELANNOY,Lucas,M,20/06/2006,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,10.48
EPL0345,PETIT,Agathe,F,23/10/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,10.59
EPL0346,BERNARD,Agathe,F,26/03/1996,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,12.7
EPL0347,DIJOUX,Danielle,M,18/02/2006,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,7.66
EPL0348,MARTIN,Agathe,M,07/07/2002,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,7.78
EPL0349,PETIT,Agathe,F,17/03/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,9.84
EPL0350,DIJOUX,Emma,M,20/09/2000,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,11.36
EPL0351,SCHMITT,Stéphane,M,31/07/2005,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,12.93
EPL0352,ROBERT,Sophie,M,21/03/2002,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,16.43
EPL0353,DELANNOY,Antoine,F,05/09/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,14.57
EPL0354,SCHMITT,Sophie,M,07/06/2005,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,11.52
EPL0355,MOREAU,Danielle,F,02/07/1999,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,11.94
EPL0356,PETIT,Thomas,M,05/04/2007,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,8.99
EPL0357,WAGNER,Julie,F,20/03/1995,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,11.94
EPL0358,WAGNER,Julie,M,01/06/2004,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,11.13
EPL0359,SCHMITT,Stéphane,F,10/05/2003,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,12.97
EPL0360,BERNARD,Agathe,M,03/10/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,9.52
EPL0361,DUPONT,Sophie,F,18/02/2002,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,13.56
EPL0362,DIJOUX,Antoine,M,27/06/1998,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,16.6
EPL0363,BERNARD,Agathe,F,28/08/1999,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,11.67
EPL0364,DELANNOY,Madeleine,F,27/11/1995,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,13.21
EPL0365,WAGNER,Emma,F,08/07/2006,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,14.07
